Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Year_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
51,no,Travel_Rarely,Research & Development,3,Female,3,3,Mngr,3,Married,13116,2,no,11,3,0,15,2,2,2,2,Post-Graduation,2019,,Better Opportunity,OFFICE,1,2,yes,Job Event,FullTime
46,no,Travel_Rarely,Research & Development,2,Male,3,5,RD,4,Divorced,19328,7,yes,17,3,1,24,3,2,2,2,PHD,2019,,Work Environment,WFH,3,0,no,Recruiter,Contract
46,no,Non-Travel,Sales,26,Male,2,2,SE,2,Single,7991,8,no,15,3,0,6,3,2,2,2,Graduation,2019,,Dept.Head,OFFICE,5,0,no,Job Portal,Contract
39,no,Travel_Frequently,Sales,20,Male,3,2,SE,4,Divorced,4127,2,no,18,3,1,7,6,2,2,2,PHD,2019,,Dept.Head,WFH,2,1,no,Job Portal,Contract
58,no,Travel_Frequently,Research & Development,15,Male,3,4,RD,3,Married,15787,2,yes,14,3,0,23,3,2,2,2,12th,2019,,Dept.Head,WFH,0,2,no,Walk-in,FullTime
29,yes,Travel_Rarely,Human Resources,13,Male,2,1,HR,1,Divorced,2335,4,yes,15,3,3,4,3,2,2,0,12th,2019,,Work Accident,WFH,3,0,yes,Job Portal,FullTime
47,no,Travel_Rarely,Research & Development,9,Female,3,1,LT,3,Single,2105,4,no,12,3,0,7,2,2,2,0,12th,2019,,Better Opportunity,WFH,1,1,yes,Recruiter,Contract
32,yes,Travel_Rarely,Sales,2,Male,2,2,SE,2,Single,9907,7,yes,12,3,0,7,3,2,2,2,Post-Graduation,2019,,Better Opportunity,OFFICE,5,3,no,Recruiter,Part Time
39,no,Travel_Rarely,Research & Development,19,Male,3,2,RS,4,Divorced,3902,8,no,14,3,3,7,2,2,2,2,Graduation,2019,,Salary,OFFICE,1,2,yes,Job Portal,Part Time
44,no,Travel_Rarely,Research & Development,1,Male,4,2,HCR,1,Married,5033,2,no,15,3,1,10,5,2,2,2,PHD,2019,,Work Accident,WFH,0,2,no,Walk-in,FullTime
31,no,Travel_Rarely,Research & Development,4,Female,4,1,LT,3,Divorced,3978,8,no,12,3,1,4,0,2,2,2,Post-Graduation,2019,,Dept.Head,OFFICE,4,2,yes,Recruiter,FullTime
28,yes,Travel_Rarely,Sales,13,Female,3,2,SE,3,Single,9854,3,yes,11,3,0,6,0,2,2,2,12th,2019,,Work Accident,OFFICE,4,2,yes,Walk-in,Part Time
53,yes,Travel_Rarely,Sales,24,Male,3,3,SE,1,Single,10448,6,yes,13,3,0,15,2,2,2,2,12th,2019,,Work Environment,OFFICE,5,0,yes,Job Portal,Contract
25,no,Travel_Rarely,Human Resources,2,Female,3,1,HR,2,Married,2187,4,no,14,3,0,6,3,2,1,2,Graduation,2019,,Salary,OFFICE,3,0,no,Walk-in,Part Time
25,no,Travel_Rarely,Research & Development,2,Male,3,1,LT,3,Divorced,3977,6,yes,19,3,1,7,2,2,0,2,12th,2019,,Dept.Head,WFH,2,2,yes,Job Event,Contract
31,no,Travel_Rarely,Sales,2,Male,3,1,SRep,3,Married,3067,0,no,19,3,1,3,1,2,1,2,12th,2019,,Work Accident,WFH,0,2,no,Recruiter,FullTime
35,no,Travel_Rarely,Research & Development,11,Male,3,1,LT,3,Married,2660,7,yes,11,3,1,5,3,2,2,2,PHD,2019,,Work Environment,OFFICE,2,1,no,Job Portal,Part Time
32,no,Travel_Rarely,Sales,1,Male,2,1,SRep,2,Married,2269,0,no,14,3,1,3,2,2,2,2,Graduation,2019,,Work Environment,WFH,3,2,no,Walk-in,Part Time
21,no,Travel_Rarely,Sales,5,Male,3,1,SRep,1,Single,2380,1,yes,11,3,0,2,6,2,1,2,12th,2019,,Work Environment,OFFICE,4,2,yes,Recruiter,Part Time
29,yes,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,4787,9,yes,14,3,3,4,3,2,2,2,PHD,2019,,Salary,OFFICE,0,0,yes,Recruiter,Part Time
40,no,Travel_Rarely,Research & Development,2,Male,2,1,RS,3,Single,2809,2,no,14,3,0,8,2,2,2,2,PHD,2019,,Work Environment,OFFICE,4,2,yes,Walk-in,Part Time
38,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,4,Single,3944,5,yes,11,3,0,6,3,3,1,2,Post-Graduation,2018,,Work Accident,OFFICE,3,1,yes,Job Event,Part Time
50,yes,Travel_Rarely,Sales,3,Male,2,1,SRep,3,Married,2683,1,yes,14,3,0,3,2,3,0,2,PHD,2018,,Better Opportunity,WFH,3,0,yes,Walk-in,Contract
35,no,Travel_Frequently,Research & Development,1,Male,3,1,RS,1,Married,2194,4,no,13,3,1,5,2,3,1,2,Graduation,2018,,Work Accident,WFH,2,3,yes,Recruiter,FullTime
24,no,Travel_Rarely,Sales,3,Female,3,2,SE,3,Married,4999,0,no,21,4,1,4,2,3,0,2,Graduation,2018,,Dept.Head,OFFICE,1,1,no,Recruiter,FullTime
44,no,Non-Travel,Research & Development,23,Male,3,2,LT,2,Married,2042,4,no,12,3,1,17,3,3,1,2,Graduation,2018,,Dept.Head,WFH,5,0,yes,Job Event,FullTime
37,yes,Travel_Rarely,Human Resources,6,Male,3,1,HR,1,Divorced,2073,4,yes,22,4,0,7,3,3,0,2,PHD,2018,,Work Environment,WFH,1,0,yes,Job Portal,FullTime
59,no,Non-Travel,Human Resources,2,Female,2,5,Mngr,4,Married,18844,9,no,21,4,1,30,3,3,2,2,12th,2018,,Dept.Head,OFFICE,4,2,no,Job Portal,Part Time
43,no,Travel_Frequently,Research & Development,28,Female,4,1,RS,3,Single,4739,4,no,12,3,0,18,2,3,1,2,Post-Graduation,2018,,Better Opportunity,OFFICE,2,2,no,Job Portal,FullTime
36,no,Travel_Rarely,Research & Development,6,Male,3,2,MD,2,Divorced,4941,6,no,20,4,2,7,0,3,0,1,Graduation,2018,,Better Opportunity,OFFICE,0,2,no,Job Event,FullTime
38,no,Travel_Rarely,Research & Development,3,Female,3,2,RS,3,Single,4317,3,yes,20,4,0,19,2,3,2,2,12th,2018,,Salary,WFH,5,0,yes,Job Event,FullTime
30,no,Travel_Rarely,Research & Development,5,Female,3,1,RS,1,Divorced,3204,5,no,14,3,1,8,3,3,2,2,12th,2018,,Dept.Head,OFFICE,0,2,no,Walk-in,FullTime
33,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,4,Single,2500,0,no,14,3,0,4,2,3,0,2,Graduation,2018,,Work Accident,OFFICE,0,0,no,Recruiter,Contract
34,no,Travel_Rarely,Research & Development,27,Female,3,1,RS,2,Single,2311,2,no,15,3,0,9,3,3,1,2,PHD,2018,,Salary,OFFICE,5,3,no,Job Portal,FullTime
50,no,Travel_Rarely,Research & Development,1,Male,2,1,LT,3,Married,3690,2,no,15,3,1,5,2,3,0,2,12th,2018,,Dept.Head,WFH,5,2,yes,Recruiter,Part Time
40,no,Non-Travel,Research & Development,9,Male,2,2,HCR,4,Married,4876,9,no,14,3,1,5,5,3,0,2,12th,2018,,Salary,OFFICE,3,1,yes,Job Event,FullTime
33,no,Travel_Rarely,Research & Development,4,Female,2,1,RS,2,Married,2622,6,no,21,4,0,7,3,3,1,1,Post-Graduation,2018,,Dept.Head,WFH,1,1,yes,Recruiter,Contract
32,yes,Travel_Rarely,Research & Development,1,Male,2,1,LT,3,Single,3730,0,yes,14,3,0,4,2,3,1,2,PHD,2018,,Work Environment,OFFICE,0,1,yes,Job Event,FullTime
39,no,Travel_Rarely,Research & Development,1,Female,3,1,LT,3,Divorced,2232,7,no,14,3,3,7,1,3,1,2,PHD,2018,,Work Environment,OFFICE,5,2,yes,Recruiter,Contract
32,no,Non-Travel,Sales,26,Male,3,2,SE,4,Married,4465,0,no,18,3,0,4,2,3,2,2,Post-Graduation,2018,,Salary,OFFICE,3,1,no,Job Portal,Part Time
37,no,Travel_Rarely,Research & Development,1,Female,2,1,RS,1,Married,3920,2,no,14,3,1,17,2,3,0,2,PHD,2018,,Work Environment,WFH,5,1,yes,Recruiter,Part Time
45,no,Travel_Frequently,Research & Development,7,Male,4,2,MD,3,Married,6434,4,no,17,3,1,9,1,3,0,2,Post-Graduation,2018,,Dept.Head,OFFICE,1,3,no,Job Event,FullTime
42,no,Travel_Rarely,Research & Development,17,Female,4,2,RS,1,Single,6545,3,yes,13,3,0,10,1,3,0,2,Post-Graduation,2018,,Work Environment,OFFICE,3,1,no,Recruiter,Contract
29,no,Travel_Rarely,Sales,20,Male,3,2,SE,4,Divorced,6931,2,no,14,3,1,10,2,3,0,2,Graduation,2018,,Work Environment,OFFICE,4,2,yes,Recruiter,Contract
21,no,Travel_Rarely,Research & Development,3,Male,2,1,RS,3,Single,3230,1,no,17,3,0,3,4,3,1,0,Graduation,2018,,Dept.Head,WFH,2,0,no,Job Portal,Part Time
26,yes,Travel_Rarely,Research & Development,16,Male,3,1,LT,2,Divorced,2373,2,yes,13,3,1,5,2,3,0,2,12th,2018,,Salary,OFFICE,2,2,yes,Walk-in,Contract
49,no,Travel_Frequently,Research & Development,10,Female,3,5,RD,1,Single,18665,9,yes,11,3,0,22,4,3,1,2,Graduation,2018,,Dept.Head,WFH,3,2,no,Walk-in,FullTime
28,yes,Travel_Rarely,Research & Development,2,Male,1,1,RS,4,Married,3464,5,yes,13,3,0,5,4,3,2,2,12th,2018,,Salary,OFFICE,2,3,yes,Recruiter,FullTime
47,no,Travel_Rarely,Research & Development,5,Male,3,5,RD,3,Married,18300,4,no,11,3,1,21,2,3,1,1,12th,2018,,Work Accident,WFH,1,2,no,Walk-in,FullTime
29,no,Travel_Rarely,Research & Development,9,Male,2,1,LT,4,Single,3983,0,no,17,3,0,4,2,3,2,2,PHD,2018,,Dept.Head,WFH,1,0,yes,Job Event,Part Time
42,no,Travel_Rarely,Human Resources,2,Male,3,1,HR,3,Divorced,2696,0,yes,11,3,1,4,5,3,1,0,Graduation,2018,,Work Accident,OFFICE,4,2,no,Job Event,Contract
21,yes,Travel_Frequently,Sales,1,Female,2,1,SRep,2,Single,2174,1,yes,11,3,0,3,3,3,1,2,PHD,2018,,Work Environment,WFH,3,1,no,Job Event,Part Time
57,no,Travel_Rarely,Research & Development,1,Male,3,2,HCR,3,Married,6755,2,no,11,3,0,15,2,3,1,2,Graduation,2018,,Work Accident,WFH,4,1,yes,Job Event,Contract
21,no,Non-Travel,Sales,9,Male,3,1,SRep,4,Single,2610,1,no,24,4,0,3,3,3,2,2,Graduation,2018,,Dept.Head,OFFICE,3,2,no,Job Portal,Contract
29,no,Travel_Rarely,Research & Development,23,Male,3,1,RS,4,Single,2201,9,no,16,3,0,6,4,3,1,2,Post-Graduation,2018,,Dept.Head,WFH,3,0,yes,Recruiter,FullTime
34,no,Non-Travel,Sales,4,Female,3,2,SE,3,Married,6538,9,no,15,3,1,6,3,3,1,2,PHD,2018,,Work Accident,OFFICE,4,2,yes,Job Event,Contract
43,no,Travel_Frequently,Research & Development,21,Male,3,1,LT,4,Married,2258,7,no,20,4,1,8,1,3,1,2,Post-Graduation,2018,,Dept.Head,WFH,3,1,no,Job Portal,Contract
26,no,Travel_Rarely,Research & Development,23,Female,3,1,RS,4,Divorced,2886,1,no,22,4,2,3,3,3,0,2,PHD,2018,,Salary,OFFICE,2,2,no,Recruiter,Contract
46,no,Travel_Rarely,Research & Development,2,Male,3,4,RD,3,Married,17861,6,no,13,3,0,26,2,3,0,1,Post-Graduation,2018,,Better Opportunity,WFH,2,0,no,Recruiter,Contract
46,no,Travel_Rarely,Sales,10,Female,2,3,SE,4,Married,9071,2,yes,19,3,1,15,3,3,1,2,12th,2018,,Work Accident,WFH,0,1,yes,Walk-in,Contract
30,no,Travel_Rarely,Sales,7,Male,3,1,SRep,2,Single,2983,0,no,14,3,0,4,3,3,1,2,Post-Graduation,2018,,Dept.Head,OFFICE,2,0,no,Walk-in,Contract
34,yes,Travel_Frequently,Human Resources,23,Female,3,3,HR,1,Divorced,9950,9,yes,15,3,3,11,2,3,0,2,PHD,2018,,Work Accident,WFH,0,2,no,Job Portal,FullTime
29,no,Travel_Rarely,Research & Development,19,Male,3,2,MD,4,Divorced,4262,4,no,12,3,2,8,2,3,1,2,Graduation,2018,,Dept.Head,OFFICE,2,3,no,Job Event,Contract
31,yes,Travel_Rarely,Sales,13,Male,3,2,SE,1,Divorced,4233,2,no,17,3,0,9,2,3,1,2,12th,2018,,Dept.Head,WFH,4,2,no,Recruiter,Contract
35,no,Travel_Rarely,Research & Development,25,Male,2,2,LT,4,Single,3681,4,no,14,3,0,9,3,3,0,2,Post-Graduation,2018,,Dept.Head,OFFICE,2,1,no,Job Event,Part Time
37,no,Travel_Rarely,Sales,2,Male,3,2,SE,3,Married,9602,4,yes,11,3,1,17,3,3,1,0,12th,2018,,Work Environment,OFFICE,4,0,yes,Job Portal,FullTime
48,no,Travel_Rarely,Research & Development,1,Female,2,4,Mngr,1,Married,15402,7,no,11,3,1,21,3,3,0,2,12th,2018,,Work Accident,WFH,4,1,yes,Recruiter,Part Time
21,no,Travel_Rarely,Sales,22,Male,3,1,SRep,3,Single,3447,1,no,11,3,0,3,2,3,1,2,12th,2018,,Work Environment,WFH,4,0,yes,Recruiter,Contract
26,no,Travel_Rarely,Research & Development,6,Female,3,1,LT,4,Married,2659,1,yes,13,3,1,3,2,3,0,2,PHD,2018,,Better Opportunity,OFFICE,5,2,no,Job Portal,FullTime
36,no,Travel_Rarely,Research & Development,9,Male,2,2,MD,2,Divorced,8847,2,yes,11,3,1,13,2,3,0,2,Graduation,2018,,Better Opportunity,OFFICE,5,2,no,Walk-in,FullTime
23,no,Travel_Rarely,Research & Development,4,Male,4,1,RS,1,Married,2819,2,no,16,3,1,5,3,3,0,2,PHD,2018,,Work Environment,OFFICE,5,1,no,Walk-in,Part Time
25,no,Travel_Rarely,Sales,8,Male,4,2,SE,2,Married,4851,0,no,22,4,1,4,4,3,1,2,12th,2018,,Better Opportunity,WFH,1,0,no,Job Portal,FullTime
35,no,Travel_Rarely,Sales,8,Female,3,1,SRep,4,Married,2572,1,no,16,3,1,3,1,3,0,2,Post-Graduation,2018,,Better Opportunity,WFH,1,1,yes,Job Portal,Part Time
34,no,Travel_Rarely,Sales,8,Female,3,2,SE,1,Married,6500,5,no,17,3,1,6,1,3,1,2,Post-Graduation,2018,,Work Environment,OFFICE,3,2,yes,Recruiter,Part Time
33,yes,Travel_Rarely,Sales,16,Female,3,2,SE,1,Single,5324,5,no,15,3,0,6,3,3,0,2,Post-Graduation,2018,,Work Accident,OFFICE,1,3,no,Job Portal,Contract
34,no,Travel_Rarely,Human Resources,3,Male,3,1,HR,4,Married,3737,0,no,19,3,1,4,1,3,0,2,Post-Graduation,2018,,Salary,WFH,0,1,no,Job Event,FullTime
44,no,Travel_Rarely,Research & Development,8,Male,4,1,LT,4,Married,2818,2,yes,24,4,1,10,2,3,0,2,12th,2018,,Work Accident,WFH,4,2,no,Recruiter,FullTime
32,no,Non-Travel,Research & Development,1,Male,3,1,LT,4,Divorced,2314,0,no,12,3,1,4,2,3,0,2,PHD,2018,,Work Accident,OFFICE,1,2,yes,Job Portal,FullTime
29,yes,Travel_Rarely,Sales,1,Female,2,1,SRep,3,Divorced,2800,6,yes,19,3,3,5,3,3,0,2,PHD,2018,,Work Accident,OFFICE,1,2,no,Job Portal,FullTime
47,no,Travel_Rarely,Sales,2,Female,2,1,SRep,4,Single,3294,1,yes,18,3,0,3,3,3,1,2,Post-Graduation,2018,,Better Opportunity,WFH,0,2,yes,Job Portal,Part Time
22,yes,Travel_Rarely,Research & Development,3,Female,3,2,MD,3,Married,4171,0,yes,19,3,1,4,3,3,0,2,Post-Graduation,2018,,Dept.Head,OFFICE,5,2,no,Recruiter,Contract
33,no,Travel_Rarely,Research & Development,1,Male,2,1,RS,1,Single,2799,3,yes,11,3,0,6,1,3,0,2,PHD,2018,,Work Environment,OFFICE,4,3,yes,Recruiter,Part Time
32,no,Non-Travel,Research & Development,1,Female,2,1,LT,2,Married,2332,6,no,20,4,0,5,3,3,0,2,Post-Graduation,2018,,Salary,WFH,3,3,yes,Recruiter,Part Time
29,no,Travel_Frequently,Sales,20,Female,3,1,SRep,4,Married,2157,1,no,15,3,1,3,5,3,0,2,PHD,2018,,Salary,WFH,3,1,yes,Recruiter,Part Time
31,yes,Non-Travel,Research & Development,9,Male,2,1,RS,1,Single,2321,0,yes,22,4,0,4,0,3,1,2,PHD,2018,,Dept.Head,OFFICE,1,1,yes,Recruiter,FullTime
33,no,Travel_Rarely,Research & Development,13,Female,3,1,RS,4,Single,3452,3,no,18,3,0,5,4,3,0,2,Post-Graduation,2018,,Work Environment,OFFICE,5,2,no,Job Portal,FullTime
30,yes,Travel_Frequently,Research & Development,5,Female,3,1,LT,2,Single,2422,0,no,17,3,0,4,3,3,1,2,Post-Graduation,2018,,Dept.Head,OFFICE,1,1,yes,Walk-in,Part Time
27,no,Travel_Rarely,Research & Development,2,Female,3,2,MD,4,Married,4227,0,no,18,3,1,4,2,3,2,2,Graduation,2018,,Work Environment,OFFICE,5,2,no,Job Portal,FullTime
35,no,Travel_Rarely,Research & Development,10,Male,3,1,LT,4,Divorced,3917,1,no,20,4,1,3,4,3,1,2,PHD,2018,,Better Opportunity,WFH,2,0,yes,Job Portal,Part Time
26,yes,Travel_Frequently,Research & Development,2,Male,3,1,RS,1,Married,2042,6,yes,14,3,1,6,2,3,1,2,12th,2018,,Salary,OFFICE,5,3,yes,Walk-in,Contract
27,no,Non-Travel,Research & Development,8,Male,1,1,LT,3,Married,4621,1,no,19,3,3,3,4,3,1,2,12th,2018,,Better Opportunity,WFH,0,0,no,Job Portal,FullTime
55,no,Travel_Frequently,Research & Development,2,Male,3,3,MD,2,Married,10976,3,no,18,3,1,23,4,3,1,2,Post-Graduation,2018,,Work Accident,OFFICE,1,3,yes,Recruiter,Contract
33,no,Travel_Rarely,Research & Development,5,Male,2,3,HCR,4,Divorced,7119,4,no,15,3,1,9,2,3,1,2,Post-Graduation,2018,,Work Environment,WFH,4,0,yes,Job Event,FullTime
33,no,Travel_Frequently,Sales,7,Female,3,2,SE,2,Married,4302,0,no,17,3,1,4,3,3,0,2,Post-Graduation,2018,,Better Opportunity,OFFICE,5,2,no,Job Portal,Part Time
34,no,Travel_Frequently,Research & Development,2,Male,3,2,MD,3,Single,4033,2,no,11,3,0,5,3,3,0,2,12th,2018,,Better Opportunity,OFFICE,4,1,no,Job Portal,Contract
28,no,Travel_Frequently,Research & Development,6,Male,2,1,RS,3,Divorced,2703,1,yes,14,3,1,3,2,3,0,2,Post-Graduation,2018,,Work Environment,WFH,4,3,no,Recruiter,Part Time
45,no,Travel_Rarely,Research & Development,7,Female,3,1,RS,3,Married,4477,4,yes,19,3,1,7,2,3,0,2,Post-Graduation,2018,,Salary,OFFICE,0,1,yes,Job Portal,FullTime
29,no,Travel_Rarely,Research & Development,1,Female,3,1,RS,4,Divorced,3760,1,no,15,3,3,3,5,3,1,2,PHD,2018,,Better Opportunity,WFH,0,2,yes,Job Event,Contract
34,no,Travel_Rarely,Sales,2,Female,3,2,SE,1,Single,4538,0,yes,12,3,0,4,3,3,0,2,Post-Graduation,2018,,Dept.Head,OFFICE,1,3,no,Walk-in,FullTime
35,no,Travel_Rarely,Research & Development,6,Male,3,1,RS,3,Married,3506,0,yes,14,3,0,4,3,3,2,2,Post-Graduation,2018,,Work Environment,WFH,0,2,no,Recruiter,FullTime
28,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,1,Single,2080,2,no,11,3,0,5,2,3,1,2,Post-Graduation,2018,,Work Accident,OFFICE,3,1,yes,Walk-in,Part Time
50,no,Travel_Rarely,Research & Development,28,Female,3,4,RD,1,Married,16880,4,yes,11,3,0,25,2,3,1,2,12th,2018,,Work Accident,OFFICE,0,1,yes,Job Portal,Part Time
31,yes,Travel_Frequently,Sales,1,Female,3,1,SRep,2,Single,2302,1,yes,11,3,0,3,2,3,2,2,12th,2018,,Dept.Head,OFFICE,4,3,no,Recruiter,Part Time
44,yes,Travel_Rarely,Research & Development,3,Male,3,1,LT,1,Married,2362,4,no,12,3,0,10,4,3,1,2,Post-Graduation,2018,,Dept.Head,OFFICE,1,1,yes,Walk-in,FullTime
25,no,Travel_Rarely,Research & Development,19,Male,3,1,LT,4,Married,3669,3,no,11,3,3,7,6,3,1,2,Post-Graduation,2018,,Salary,OFFICE,3,0,no,Walk-in,FullTime
32,no,Travel_Rarely,Sales,2,Male,3,2,SE,2,Married,4078,0,yes,13,3,3,4,3,3,1,2,PHD,2018,,Work Environment,WFH,2,3,no,Job Event,Contract
25,no,Travel_Rarely,Sales,18,Male,4,2,SE,3,Married,6232,2,no,11,3,0,6,3,3,1,2,PHD,2018,,Salary,WFH,0,0,yes,Job Portal,FullTime
37,no,Travel_Rarely,Research & Development,11,Female,3,1,LT,3,Single,3629,4,no,18,3,0,8,6,3,0,2,12th,2018,,Salary,OFFICE,5,2,yes,Walk-in,FullTime
25,no,Travel_Rarely,Research & Development,1,Male,3,1,LT,4,Married,3229,4,no,11,3,1,7,2,3,0,2,Post-Graduation,2018,,Work Environment,WFH,1,3,no,Job Portal,FullTime
30,no,Travel_Rarely,Sales,7,Female,3,2,SE,1,Divorced,4779,7,no,14,3,2,8,3,3,0,2,12th,2018,,Salary,OFFICE,4,2,no,Recruiter,Part Time
31,no,Travel_Rarely,Research & Development,8,Female,3,4,RD,2,Single,16422,3,no,11,3,0,9,3,3,1,0,12th,2018,,Work Accident,OFFICE,5,3,yes,Recruiter,Part Time
36,no,Travel_Rarely,Sales,16,Female,2,2,SE,1,Married,5647,4,no,13,3,2,11,3,3,0,2,PHD,2018,,Work Accident,WFH,2,2,yes,Recruiter,FullTime
25,yes,Travel_Rarely,Sales,9,Male,2,1,SRep,1,Married,4400,3,no,12,3,0,6,2,3,2,2,12th,2018,,Better Opportunity,WFH,0,2,yes,Job Portal,Part Time
56,no,Travel_Rarely,Research & Development,1,Female,3,1,RS,1,Married,2066,2,no,22,4,1,5,3,3,1,0,Post-Graduation,2018,,Work Environment,WFH,2,3,no,Walk-in,Part Time
31,no,Travel_Rarely,Human Resources,8,Female,4,1,HR,2,Single,2109,9,no,18,3,0,8,3,3,0,2,Graduation,2018,,Work Accident,WFH,5,3,yes,Job Portal,Part Time
45,no,Travel_Rarely,Research & Development,29,Male,3,3,MD,4,Married,9380,4,yes,18,3,2,10,4,3,1,2,12th,2018,,Work Environment,WFH,5,1,no,Job Event,FullTime
49,no,Travel_Rarely,Research & Development,5,Male,3,2,HCR,3,Married,6651,2,no,14,3,1,20,0,3,1,2,12th,2018,,Salary,WFH,4,0,yes,Job Event,FullTime
40,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,3,Divorced,2345,2,no,14,3,1,8,3,3,1,2,PHD,2018,,Work Environment,WFH,4,1,no,Recruiter,FullTime
28,yes,Travel_Frequently,Sales,1,Male,3,1,SRep,3,Married,2909,3,no,15,3,1,5,3,3,1,2,PHD,2018,,Better Opportunity,OFFICE,1,0,no,Recruiter,Part Time
55,no,Travel_Rarely,Research & Development,4,Male,3,2,HCR,3,Married,4035,0,yes,16,3,0,4,2,3,1,2,12th,2018,,Work Environment,WFH,0,2,no,Walk-in,Contract
49,no,Travel_Rarely,Research & Development,3,Female,2,2,LT,1,Married,4789,4,no,25,4,1,10,3,3,1,2,12th,2018,,Better Opportunity,OFFICE,3,2,yes,Recruiter,Part Time
29,no,Travel_Frequently,Research & Development,2,Female,3,1,LT,2,Married,3180,0,no,13,3,3,4,3,3,0,2,12th,2018,,Salary,OFFICE,2,2,no,Recruiter,Contract
36,no,Travel_Rarely,Sales,2,Male,3,1,SRep,4,Single,2644,3,yes,21,4,0,7,3,3,1,2,12th,2018,,Better Opportunity,OFFICE,5,0,yes,Walk-in,FullTime
35,no,Travel_Rarely,Research & Development,1,Male,2,1,LT,1,Single,2450,1,no,19,3,0,3,3,3,1,2,Graduation,2018,,Better Opportunity,WFH,3,3,yes,Recruiter,Part Time
38,no,Travel_Rarely,Sales,16,Female,3,2,SE,2,Single,4198,2,no,12,3,0,8,5,3,1,2,12th,2018,,Work Accident,WFH,5,1,no,Job Event,FullTime
36,no,Travel_Frequently,Research & Development,6,Male,4,2,LT,1,Married,5562,3,yes,13,3,1,9,3,3,0,2,Graduation,2018,,Better Opportunity,WFH,0,3,yes,Job Event,Part Time
32,no,Travel_Rarely,Research & Development,5,Female,4,1,RS,4,Married,3312,3,no,17,3,2,6,3,3,0,2,Graduation,2018,,Work Accident,OFFICE,1,3,yes,Recruiter,Part Time
36,no,Travel_Rarely,Research & Development,12,Female,3,2,MD,3,Married,4663,9,yes,12,3,2,7,2,3,1,1,Post-Graduation,2018,,Work Accident,WFH,3,1,yes,Walk-in,Part Time
27,no,Travel_Rarely,Research & Development,8,Female,4,1,RS,3,Married,3517,7,no,17,3,0,5,0,3,0,2,PHD,2018,,Work Environment,WFH,3,1,yes,Job Event,FullTime
36,no,Travel_Rarely,Research & Development,5,Female,3,3,HCR,1,Married,8008,4,no,12,3,2,9,6,3,0,2,Graduation,2018,,Better Opportunity,OFFICE,2,3,yes,Walk-in,Contract
36,no,Non-Travel,Research & Development,1,Female,2,2,MD,3,Married,4374,0,no,15,3,0,4,6,3,1,2,12th,2018,,Dept.Head,WFH,0,0,no,Walk-in,Part Time
47,no,Travel_Rarely,Sales,2,Female,4,4,Mngr,2,Divorced,15972,6,no,14,3,3,29,2,3,1,2,Graduation,2018,,Salary,WFH,3,1,yes,Walk-in,FullTime
36,no,Travel_Rarely,Research & Development,26,Male,3,2,HCR,3,Married,5347,6,no,14,3,2,10,2,3,0,2,12th,2018,,Better Opportunity,WFH,0,0,yes,Job Event,Contract
23,yes,Travel_Rarely,Sales,7,Male,3,1,SRep,4,Divorced,2275,1,yes,21,4,1,3,2,3,0,2,Graduation,2018,,Better Opportunity,WFH,5,3,no,Job Portal,FullTime
26,no,Travel_Rarely,Research & Development,17,Male,1,1,LT,3,Married,2305,1,no,15,3,3,3,3,3,0,2,Post-Graduation,2018,,Work Environment,WFH,1,2,no,Job Event,Contract
41,no,Non-Travel,Human Resources,4,Male,1,2,HR,2,Married,6430,6,no,19,3,1,10,4,3,1,2,12th,2018,,Better Opportunity,WFH,1,1,yes,Walk-in,Part Time
23,no,Travel_Rarely,Research & Development,4,Female,3,1,LT,2,Single,3295,1,no,13,3,0,3,3,3,1,2,PHD,2018,,Better Opportunity,WFH,1,2,no,Job Event,Part Time
29,no,Travel_Frequently,Research & Development,1,Male,4,2,HCR,3,Single,6294,8,yes,12,3,0,10,5,3,0,2,PHD,2018,,Salary,OFFICE,4,2,no,Recruiter,Contract
53,no,Non-Travel,Research & Development,1,Female,2,4,MD,3,Married,12965,4,yes,20,4,3,27,2,3,0,2,Post-Graduation,2018,,Better Opportunity,OFFICE,5,1,no,Job Portal,Contract
43,no,Non-Travel,Research & Development,9,Male,3,1,RS,3,Single,2438,4,no,13,3,0,7,2,3,1,2,PHD,2018,,Work Accident,OFFICE,5,2,yes,Recruiter,Part Time
41,no,Travel_Rarely,Research & Development,5,Male,4,2,HCR,2,Single,6870,3,no,12,3,0,11,3,3,1,2,PHD,2018,,Dept.Head,WFH,3,2,yes,Job Event,Part Time
31,no,Travel_Frequently,Sales,7,Female,3,3,SE,1,Married,9637,2,no,14,3,2,9,3,3,2,2,Post-Graduation,2018,,Dept.Head,OFFICE,1,2,yes,Job Portal,FullTime
